"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 28 18:25:58 GMT 2023","Tue Nov 28 18:25:58 GMT 2023","177","","Check the site Elemental Selenium","","","","[case 8] should check transitions in blocks ",""
"passed","Tue Nov 28 18:25:58 GMT 2023","Tue Nov 28 18:25:58 GMT 2023","117","","Check the site Elemental Selenium","","","","[case 6] should check 3 blocks ",""
"passed","Tue Nov 28 18:25:58 GMT 2023","Tue Nov 28 18:25:58 GMT 2023","113","","Check the site Elemental Selenium","","","","[case 7] should check text in the blocks ",""
"passed","Tue Nov 28 18:25:57 GMT 2023","Tue Nov 28 18:25:58 GMT 2023","185","","Check the site Elemental Selenium","","","","[case 2] should check header elements",""
"passed","Tue Nov 28 18:26:09 GMT 2023","Tue Nov 28 18:26:09 GMT 2023","208","","Check the site Elemental Selenium","","","","[case 20] should check all imgs on External Resources Page  ",""
"passed","Tue Nov 28 18:26:08 GMT 2023","Tue Nov 28 18:26:08 GMT 2023","323","","Check the site Elemental Selenium","","","","[case 14] should check main title on page Tips ",""
"passed","Tue Nov 28 18:26:09 GMT 2023","Tue Nov 28 18:26:09 GMT 2023","168","","Check the site Elemental Selenium","","","","[case 18] should check text on External Resources Page  ",""
"passed","Tue Nov 28 18:26:08 GMT 2023","Tue Nov 28 18:26:08 GMT 2023","231","","Check the site Elemental Selenium","","","","[case 15] should check filters on page Tips ",""
"passed","Tue Nov 28 18:26:00 GMT 2023","Tue Nov 28 18:26:00 GMT 2023","237","","Check the site Elemental Selenium","","","","[case 11] should check select the language ",""
"passed","Tue Nov 28 18:25:58 GMT 2023","Tue Nov 28 18:25:58 GMT 2023","104","","Check the site Elemental Selenium","","","","[case 3] should check title and text under title ",""
"passed","Tue Nov 28 18:26:09 GMT 2023","Tue Nov 28 18:26:09 GMT 2023","135","","Check the site Elemental Selenium","","","","[case 19] should check all imgs on External Resources Page  ",""
"passed","Tue Nov 28 18:26:08 GMT 2023","Tue Nov 28 18:26:09 GMT 2023","82","","Check the site Elemental Selenium","","","","[case 17] should check clickable of logo ",""
"passed","Tue Nov 28 18:25:58 GMT 2023","Tue Nov 28 18:25:58 GMT 2023","99","","Check the site Elemental Selenium","","","","[case 4] should check email field and Join the mailing list button ",""
"passed","Tue Nov 28 18:26:00 GMT 2023","Tue Nov 28 18:26:06 GMT 2023","6355","","Check the site Elemental Selenium","","","","[case 12] should check serch for word ",""
"passed","Tue Nov 28 18:26:06 GMT 2023","Tue Nov 28 18:26:08 GMT 2023","1449","","Check the site Elemental Selenium","","","","[case 13] should check all right reserved in footer ",""
"passed","Tue Nov 28 18:25:58 GMT 2023","Tue Nov 28 18:26:00 GMT 2023","1453","","Check the site Elemental Selenium","","","","[case 9] should Names`s Blocks in footer ",""
"passed","Tue Nov 28 18:26:08 GMT 2023","Tue Nov 28 18:26:08 GMT 2023","152","","Check the site Elemental Selenium","","","","[case 16] should check search elements on page Tips ",""
"passed","Tue Nov 28 18:25:56 GMT 2023","Tue Nov 28 18:25:57 GMT 2023","1297","","Check the site Elemental Selenium","","","","[case 1] should check main logo",""
"passed","Tue Nov 28 18:25:58 GMT 2023","Tue Nov 28 18:25:58 GMT 2023","77","","Check the site Elemental Selenium","","","","[case 5] should check Skip it, take me to the tips ",""
