"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 29 21:37:37 GMT 2023","Wed Nov 29 21:37:37 GMT 2023","44","","Check the site Elemental Selenium","","","","[case 4] should check email field and Join the mailing list button ",""
"passed","Wed Nov 29 21:37:48 GMT 2023","Wed Nov 29 21:37:49 GMT 2023","573","","Check the site Elemental Selenium","","","","[case 19] should check all imgs on External Resources Page  ",""
"passed","Wed Nov 29 21:37:49 GMT 2023","Wed Nov 29 21:37:49 GMT 2023","148","","Check the site Elemental Selenium","","","","[case 20] should check all imgs on External Resources Page  ",""
"passed","Wed Nov 29 21:37:37 GMT 2023","Wed Nov 29 21:37:37 GMT 2023","115","","Check the site Elemental Selenium","","","","[case 8] should check transitions in blocks ",""
"passed","Wed Nov 29 21:37:48 GMT 2023","Wed Nov 29 21:37:48 GMT 2023","136","","Check the site Elemental Selenium","","","","[case 15] should check filters on page Tips ",""
"passed","Wed Nov 29 21:37:48 GMT 2023","Wed Nov 29 21:37:48 GMT 2023","18","","Check the site Elemental Selenium","","","","[case 17] should check clickable of logo ",""
"passed","Wed Nov 29 21:37:37 GMT 2023","Wed Nov 29 21:37:39 GMT 2023","1366","","Check the site Elemental Selenium","","","","[case 9] should Names`s Blocks in footer ",""
"passed","Wed Nov 29 21:37:39 GMT 2023","Wed Nov 29 21:37:40 GMT 2023","1394","","Check the site Elemental Selenium","","","","[case 10] should check copirathe footer text",""
"passed","Wed Nov 29 21:37:37 GMT 2023","Wed Nov 29 21:37:37 GMT 2023","72","","Check the site Elemental Selenium","","","","[case 7] should check text in the blocks ",""
"passed","Wed Nov 29 21:37:40 GMT 2023","Wed Nov 29 21:37:40 GMT 2023","80","","Check the site Elemental Selenium","","","","[case 11] should check select the language ",""
"passed","Wed Nov 29 21:37:37 GMT 2023","Wed Nov 29 21:37:37 GMT 2023","22","","Check the site Elemental Selenium","","","","[case 5] should check Skip it, take me to the tips ",""
"passed","Wed Nov 29 21:37:48 GMT 2023","Wed Nov 29 21:37:48 GMT 2023","104","","Check the site Elemental Selenium","","","","[case 14] should check main title on page Tips ",""
"passed","Wed Nov 29 21:37:36 GMT 2023","Wed Nov 29 21:37:37 GMT 2023","903","","Check the site Elemental Selenium","","","","[case 1] should check main logo",""
"passed","Wed Nov 29 21:37:48 GMT 2023","Wed Nov 29 21:37:48 GMT 2023","100","","Check the site Elemental Selenium","","","","[case 18] should check text on External Resources Page  ",""
"passed","Wed Nov 29 21:37:46 GMT 2023","Wed Nov 29 21:37:48 GMT 2023","1390","","Check the site Elemental Selenium","","","","[case 13] should check all right reserved in footer ",""
"passed","Wed Nov 29 21:37:37 GMT 2023","Wed Nov 29 21:37:37 GMT 2023","124","","Check the site Elemental Selenium","","","","[case 2] should check header elements",""
"passed","Wed Nov 29 21:37:37 GMT 2023","Wed Nov 29 21:37:37 GMT 2023","39","","Check the site Elemental Selenium","","","","[case 3] should check title and text under title ",""
"passed","Wed Nov 29 21:37:48 GMT 2023","Wed Nov 29 21:37:48 GMT 2023","64","","Check the site Elemental Selenium","","","","[case 16] should check search elements on page Tips ",""
"passed","Wed Nov 29 21:37:40 GMT 2023","Wed Nov 29 21:37:46 GMT 2023","6205","","Check the site Elemental Selenium","","","","[case 12] should check serch for word ",""
"passed","Wed Nov 29 21:37:37 GMT 2023","Wed Nov 29 21:37:37 GMT 2023","48","","Check the site Elemental Selenium","","","","[case 6] should check 3 blocks ",""
