"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 29 12:30:05 GMT 2023","Wed Nov 29 12:30:05 GMT 2023","80","","Check the site Elemental Selenium","","","","[case 5] should check Skip it, take me to the tips ",""
"passed","Wed Nov 29 12:30:05 GMT 2023","Wed Nov 29 12:30:05 GMT 2023","103","","Check the site Elemental Selenium","","","","[case 4] should check email field and Join the mailing list button ",""
"passed","Wed Nov 29 12:30:07 GMT 2023","Wed Nov 29 12:30:13 GMT 2023","5793","","Check the site Elemental Selenium","","","","[case 12] should check serch for word ",""
"passed","Wed Nov 29 12:30:13 GMT 2023","Wed Nov 29 12:30:15 GMT 2023","1440","","Check the site Elemental Selenium","","","","[case 13] should check all right reserved in footer ",""
"passed","Wed Nov 29 12:30:06 GMT 2023","Wed Nov 29 12:30:06 GMT 2023","173","","Check the site Elemental Selenium","","","","[case 8] should check transitions in blocks ",""
"passed","Wed Nov 29 12:30:05 GMT 2023","Wed Nov 29 12:30:06 GMT 2023","110","","Check the site Elemental Selenium","","","","[case 7] should check text in the blocks ",""
"passed","Wed Nov 29 12:30:15 GMT 2023","Wed Nov 29 12:30:15 GMT 2023","167","","Check the site Elemental Selenium","","","","[case 18] should check text on External Resources Page  ",""
"passed","Wed Nov 29 12:30:07 GMT 2023","Wed Nov 29 12:30:07 GMT 2023","205","","Check the site Elemental Selenium","","","","[case 11] should check select the language ",""
"passed","Wed Nov 29 12:30:05 GMT 2023","Wed Nov 29 12:30:05 GMT 2023","191","","Check the site Elemental Selenium","","","","[case 2] should check header elements",""
"passed","Wed Nov 29 12:30:15 GMT 2023","Wed Nov 29 12:30:15 GMT 2023","176","","Check the site Elemental Selenium","","","","[case 14] should check main title on page Tips ",""
"passed","Wed Nov 29 12:30:04 GMT 2023","Wed Nov 29 12:30:05 GMT 2023","446","","Check the site Elemental Selenium","","","","[case 1] should check main logo",""
"passed","Wed Nov 29 12:30:15 GMT 2023","Wed Nov 29 12:30:15 GMT 2023","130","","Check the site Elemental Selenium","","","","[case 19] should check all imgs on External Resources Page  ",""
"passed","Wed Nov 29 12:30:15 GMT 2023","Wed Nov 29 12:30:15 GMT 2023","155","","Check the site Elemental Selenium","","","","[case 16] should check search elements on page Tips ",""
"passed","Wed Nov 29 12:30:15 GMT 2023","Wed Nov 29 12:30:15 GMT 2023","207","","Check the site Elemental Selenium","","","","[case 15] should check filters on page Tips ",""
"passed","Wed Nov 29 12:30:05 GMT 2023","Wed Nov 29 12:30:05 GMT 2023","99","","Check the site Elemental Selenium","","","","[case 3] should check title and text under title ",""
"passed","Wed Nov 29 12:30:05 GMT 2023","Wed Nov 29 12:30:05 GMT 2023","111","","Check the site Elemental Selenium","","","","[case 6] should check 3 blocks ",""
"passed","Wed Nov 29 12:30:15 GMT 2023","Wed Nov 29 12:30:16 GMT 2023","189","","Check the site Elemental Selenium","","","","[case 20] should check all imgs on External Resources Page  ",""
"passed","Wed Nov 29 12:30:15 GMT 2023","Wed Nov 29 12:30:15 GMT 2023","73","","Check the site Elemental Selenium","","","","[case 17] should check clickable of logo ",""
"passed","Wed Nov 29 12:30:06 GMT 2023","Wed Nov 29 12:30:07 GMT 2023","1427","","Check the site Elemental Selenium","","","","[case 9] should Names`s Blocks in footer ",""
