"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 28 18:43:24 GMT 2023","Tue Nov 28 18:43:24 GMT 2023","214","","Check the site Elemental Selenium","","","","[case 15] should check filters on page Tips ",""
"passed","Tue Nov 28 18:43:24 GMT 2023","Tue Nov 28 18:43:24 GMT 2023","139","","Check the site Elemental Selenium","","","","[case 19] should check all imgs on External Resources Page  ",""
"passed","Tue Nov 28 18:43:24 GMT 2023","Tue Nov 28 18:43:24 GMT 2023","163","","Check the site Elemental Selenium","","","","[case 18] should check text on External Resources Page  ",""
"passed","Tue Nov 28 18:43:14 GMT 2023","Tue Nov 28 18:43:14 GMT 2023","111","","Check the site Elemental Selenium","","","","[case 6] should check 3 blocks ",""
"passed","Tue Nov 28 18:43:16 GMT 2023","Tue Nov 28 18:43:22 GMT 2023","5834","","Check the site Elemental Selenium","","","","[case 12] should check serch for word ",""
"passed","Tue Nov 28 18:43:14 GMT 2023","Tue Nov 28 18:43:14 GMT 2023","101","","Check the site Elemental Selenium","","","","[case 3] should check title and text under title ",""
"passed","Tue Nov 28 18:43:23 GMT 2023","Tue Nov 28 18:43:24 GMT 2023","292","","Check the site Elemental Selenium","","","","[case 14] should check main title on page Tips ",""
"passed","Tue Nov 28 18:43:14 GMT 2023","Tue Nov 28 18:43:16 GMT 2023","1431","","Check the site Elemental Selenium","","","","[case 9] should Names`s Blocks in footer ",""
"passed","Tue Nov 28 18:43:24 GMT 2023","Tue Nov 28 18:43:24 GMT 2023","76","","Check the site Elemental Selenium","","","","[case 17] should check clickable of logo ",""
"passed","Tue Nov 28 18:43:22 GMT 2023","Tue Nov 28 18:43:23 GMT 2023","1446","","Check the site Elemental Selenium","","","","[case 13] should check all right reserved in footer ",""
"passed","Tue Nov 28 18:43:13 GMT 2023","Tue Nov 28 18:43:14 GMT 2023","198","","Check the site Elemental Selenium","","","","[case 2] should check header elements",""
"passed","Tue Nov 28 18:43:13 GMT 2023","Tue Nov 28 18:43:13 GMT 2023","818","","Check the site Elemental Selenium","","","","[case 1] should check main logo",""
"passed","Tue Nov 28 18:43:16 GMT 2023","Tue Nov 28 18:43:16 GMT 2023","186","","Check the site Elemental Selenium","","","","[case 11] should check select the language ",""
"passed","Tue Nov 28 18:43:14 GMT 2023","Tue Nov 28 18:43:14 GMT 2023","113","","Check the site Elemental Selenium","","","","[case 7] should check text in the blocks ",""
"passed","Tue Nov 28 18:43:14 GMT 2023","Tue Nov 28 18:43:14 GMT 2023","78","","Check the site Elemental Selenium","","","","[case 5] should check Skip it, take me to the tips ",""
"passed","Tue Nov 28 18:43:14 GMT 2023","Tue Nov 28 18:43:14 GMT 2023","174","","Check the site Elemental Selenium","","","","[case 8] should check transitions in blocks ",""
"passed","Tue Nov 28 18:43:24 GMT 2023","Tue Nov 28 18:43:24 GMT 2023","161","","Check the site Elemental Selenium","","","","[case 16] should check search elements on page Tips ",""
"passed","Tue Nov 28 18:43:14 GMT 2023","Tue Nov 28 18:43:14 GMT 2023","118","","Check the site Elemental Selenium","","","","[case 4] should check email field and Join the mailing list button ",""
"passed","Tue Nov 28 18:43:24 GMT 2023","Tue Nov 28 18:43:25 GMT 2023","211","","Check the site Elemental Selenium","","","","[case 20] should check all imgs on External Resources Page  ",""
